,query,argument,stance,snippet,id,prediction,appropriate,inappropriate,word_count,bart_gist
10,feminism,"Greetings! Thank you for this debate, this should be fun! In accepting this debate I do not pretend to stand for all of feminism seeing as there are many different sects of the movement. I also do not claim to know everything about feminism. I will use sources from the internet as well as books to support my argument. First, we must define Feminism. There are many different types of feminism. For example: Antiporn feminism, Cultural Feminism, Hip Hop feminism, Lesbian Feminism, Queer feminism, and Radical feminism. The feminism it seems you disagree with is the one that is prevalent in the Pink Hat movement. But my stance will be from the Antiporn and Cultural Feminist movements. These movements advocate the reality: Women are more nurturing, cooperative, and communicative. Instead of measuring themselves against men, women should make their own activities more visible and valued. Want to do away with the dehumanization of women in pornography You say that feminism has ""gone too far,"" but before we can continue, give me more to chew on.",PRO,"Instead of measuring themselves against men, women should make their own activities more visible and valued. ... Want to do away with the dehumanization of women in pornography You say that feminism has ""gone too far,"" but before",125,"['0.010666684806346893', '0.9893333196640015']",0.0106666848063468,0.9893333196640016,175,"There are many different types of feminism. The feminism it seems you disagree with is the one that is prevalent in the Pink Hat movement. These movements advocate the reality: Women are more nurturing, cooperative, and communicative. Instead of measuring themselves against men, women should make their own activities more"
11,feminism,"Feminism Has NO gender. I am a Man And I am A Feminist. Feminism by definition stands up for all my perspectives, ambitions, desires and behaviours. Feminism is the ACT of Advocating (though perhaps passively in some circumstances) against Woman Abuse, and EVERYTHING which leads to women being slandered - Including False propaganda of Feminism by SLuts who enable womanizers and glorify perverts such as homosexuality. { It is not an act of feminism to defend a slut who enabled an adulterous man. That WOULD be counter productive. } I am Pro Feminism, that is why I accepted this debate. And Feminism has no gender, Nor Negative attributes.",PRO,"Feminism is the ACT of Advocating (though perhaps passively in some circumstances) against Woman Abuse, and EVERYTHING which leads to women being slandered - Including False propaganda of Feminism by SLuts who enable",126,"['0.0019202612340450287', '0.9980797171592712']",0.001920261234045,0.9980797171592712,105,"Feminism by definition stands up for all my perspectives, ambitions, desires and behaviours. Feminism is the ACT of Advocating (though perhaps passively in some circumstances"
12,feminism,"Con has argued dictionaries do not authoritatively define words, but has given no proof of this. Con's presented only one argument in this entire debate ""Since 'masculinism' is male supremacy, then feminism is female supremacy."" without giving any evidence to back the claim that words with similar roots cannot have different meanings. Furthermore, Con didn't provide any source of definition for Masculinism, so Con's argument is not sound. --- I have offered six authoritative sources stating that Feminism is the movement for equality between men and women. I am for equality between men and women. I am for Feminism. According to Con, Con is an ""equalist"" and is ""for the rights of men AND women"". Therefore, Con is also for Feminism. The statement of debate is ""Feminism"". I have proven I am Pro. I have proven Con is not Con.",PRO,"without giving any evidence to back the claim that words with similar roots cannot have different meanings. ... Therefore, Con is also for Feminism.",128,"['0.006865528249181807', '0.9931344747543335']",0.0068655282491818,0.9931344747543336,142,"Con has argued dictionaries do not authoritatively define words, but has given no proof of this. Con didn't provide any source of definition for Masculinism, so Con's argument is not sound. I have offered six"
13,feminism,"You claim that feminism encourages false rape accusations and stereotyping men as bad. Um... No, that's not what feminism is at all. Feminism is the doctrine advocating social, political, and all other rights of women equal to those of men[1]"". Now, you admit that this is something you are for, so I guess you have problems with how feminists go about this? Really, I think your entire argument stems from a complete misunderstanding of the movement. So, what is feminism? This is a difficult question because, much like religion, feminism is different for each feminist. The mission statement of the movement is equal rights between the sexes, which you agree is good. By this definition, you are a feminist. If you could indicate how you aren't a feminist, that'd be appreciated. Maybe you disagree that there is a systematic discrimination against women, the patriarchy. Is there a patriarchy? Well, as it commonly seems to be the case, I must define ""the patriarchy"". Basically, it means a system where men are valued over women[2]. This can be shown in the wage gap[3], rape culture[4] (though men can be victims of rape, rape culture usually targets women), and gender roles[5]. Rebuttals: What you are saying here is very dangerous. Stating that feminism promotes false rape accusations is an example of rape culture. 60% of victims report abuse, and 97% of abusers will not see jail[6]. Only 1.5-8% of rape reports are fake[7], so Puh-LEASE do not try and say that considerable amount of rape reports are fake and that we should cast doubt on those few that come forward. If we are going of the definition of feminism I stated earlier, then feminists aren't trying to put men as stereotypically bad. We are trying to make men and women equal. If you think that trying to remove the bias towards men is trying to say they are bad, then I am going to have to ask you go to timeout because that idea is downright childish. In the end there you say something about ""calling the police about something ridiculous is obscure"". I think you mean absurd, but if you didn't then I'm not sure what that would mean. If it is obscure, then false rape accusations don't happen often and thus shouldn't be a problem. If you meant absurd, then I would agree that false rape accusations are deplorable, but again I would say that ""false rape reports"" is not a tenant of feminism nor is it a likely to occur.",PRO,"You claim that feminism encourages false rape accusations and stereotyping men as bad. Um... No, that's not what feminism is at all. Feminism is the doctrine advocating social,",129,"['0.002147945947945118', '0.9978520750999451']",0.0021479459479451,0.9978520750999452,438,"Feminism is the doctrine advocating social, political, and all other rights of women equal to those of men. Stating that feminism promotes false rape accusations is an example of rape culture. If we are going of the definition of feminism I stated earlier, then feminists aren't trying to put men as stereotypically bad. We are trying to make men and women equal. If you think that trying to remove the bias towards men is trying to say they are bad, then I am going to have to ask you go to timeout because that idea is downright childish."
14,feminism,"As per the rules of the debate as set by my opponent, this will be my final argument. Since my opponent has failed to formulate a response, I see little need to elaborate much on my previous post. I will merely offer a brief summary of my arguments and this debate as a whole. My opponent claims that feminism is an incorrect argument. While I don't consider feminism an argument, I accepted the debate under these terms so I will argue as such. My opponent has offered nothing but an unsupported opinion regarding what he believes is feminism; a term of which he seems to lack a full understanding. There were no parameters set for this debate in terms of a place in which we were arguing, yet my opponent seems to have focused his argument purely on feminism in the United States. In fact, he basically concedes the debate by stating ""in 1st world countries such as the USA, there should be no such thing as a feminist. The same can not be said for 3rd world countries, where women rights have not been established and women often have to be near a man to go anywhere in the city."" Had we focused this debate on USA or first world countries alone, that statement would not be considered a concession, but the fact that we did not specify those terms shows that my opponent agrees that feminism is at least necessary in some places. Now let's ignore the fact that Con conceded the debate already and pretend we were just addressing first world countries. Con offers no sources to show that equality now fully exists, nor does he provide and decent explanation as to why feminism should disappear once success has been found. The fact of the matter is, inequality between the sexes still exists, as I showed in my previous round, and even once equality is reached here, feminism will still be important to help maintain that equality and to help spread the ideology throughout the countries where help is needed. Finally, if my arguments and sources are not enough to convince the reader, the fact that Con has only provided one poorly written paragraph backed by no sources, merely opinions, followed by a forfeited round, should be enough to win me this debate. I would like to thank the readers for taking the time to read this debate.",PRO,"There were no parameters set for this debate in terms of a place in which we were arguing, yet my opponent seems to have focused his argument purely on feminism in the United States. ... I would like to thank the readers for",130,"['0.20196499014273286', '0.7980350255966187']",0.2019649901427328,0.7980350255966187,403,"My opponent claims that feminism is an incorrect argument. While I don't consider feminism an argument, I accepted the debate under these terms so I will argue as such. Con offers no sources to show that equality now fully exists, nor does he provide and decent explanation as to why feminism should disappear once success has been found. The fact of the matter is, inequality between the sexes still exists, as I showed in my previous round. Even once equality is reached, feminism will still be important to help maintain that equality and to help spread the ideology."
15,feminism,"I agree with you that feminism is need in countries where women are oppressed and have little rights, but you must consider the conditions of the countries economy and social interaction because such a movement where they say one day ""Women now have the ability of free will under no circumstances can there husbands control what they do."" This could start massive revolts that would massacre women and could cause a rebellion against these weak 3rd world countries. Before feminism even comes to these countries, slow progressive changes must be made to deal with each conflict differently. You are very correct that feminism if no longer needed in 1st world countries like the US, but first democracy and peace must reach these areas. Much of these middle eastern countries make these laws due to Islamic influence, as Muslims believe that a woman must cover herself and listen to her husband. What these countries misinterpreted is how Islam doesn't state that husbands have complete control over their wives. Maybe a large religious event where a powerful person gives a touching speech talking about the word of Allah and how his true vision of an Islamic society would be that warms the hearts of Islamic country leaders and somehow influences them to establish laws that establish if not democratic rights or laws, feminism in the country.",CON,"I agree with you that feminism is need in countries where women are oppressed and have little rights, but you must consider the conditions of the countries economy and social interaction because such a movement where they ",132,"['0.06828723903745412', '0.9317127585411071']",0.0682872390374541,0.9317127585411072,225,"I agree with you that feminism is need in countries where women are oppressed and have little rights. You are very correct that feminism if no longer needed in 1st world countries like the US, but first democracy and peace must reach these areas. Much of these middle eastern countries make these laws due to Islamic influence, as Muslims believe that a woman must cover herself and listen to her"
16,feminism,"Thank you for the response, especially since you had a bad internet connection. Let me refute your points. First off, I reject your definition of feminism. I think feminism was the belief that men and women should be equal, but I proved that this is no longer the case in third wave feminism. I also reject your premise, because I stated in my first argument that MODERN feminism is harmful. My opponent has implied that it is the fault of men today that women weren't allowed to vote in some states until 1919. It was wrong that this happened, but taking revenge on men won't solve anything. In fact, it will cause embitterment between both sexes. Your first argument is invalid, because I never said that men and women weren't intellectually equal (although they generally don't have as much physical strength as men do, which I will provide the proof for below). And again, you can't blame the phrasing of the Declaration of Independence on men born two centuries after it was created. I don't think you have won this debate. Maybe I am wrong though. Maybe you can prove yourself in the second round. Good luck http://www.ncbi.nlm.nih.gov... (source for men's vs. women's strength)",CON,My opponent has implied that it is the fault of men today that women weren't allowed to vote in some states until 1919. ... Good luck http://www.ncbi.nlm.nih.gov... (source for men's vs. women's strength),133,"['0.0021987765096127985', '0.9978012323379517']",0.0021987765096127,0.9978012323379516,217,"""I reject your definition of feminism. I proved that this is no longer the case in third wave feminism"" ""You can't blame the phrasing of the Declaration of Independence on men born two centuries after it was created"" ""I don't think you have won this debate. Maybe you can prove yourself in the second round"""
17,feminism,"Hi everyone I'm Ilan and I am not a feminist. Immediately alarm bells may be ringing in your mind that maybe this guy is a ""sexist"" or ""a rape apologist"" or anything of the such so just to clarify I am none of these things. I firmly believe that in the idea that everyone should be equal no if ands and or buts. And now you might be thinking why is this guy not a feminist then? Well, the answer to that question is that feminism does not have a monopoly on equality; if you believe in equality you are not automatically a feminist as many feminists like to state. I am in fact an egalitarian. The difference between the two is that feminism is merely about getting equality for women whereas egalitarianism is equality for absolutely everybody. The dictionary definition of egalitarian is ""believing in or based on the principle that all people are equal and deserve equal rights and opportunities."" and that for feminism is ""the advocacy of women's rights on the ground of the equality of the sexes."". Now that we have established some ground I can really start to get into why I am not a feminist. First of all, I am a man. And I am not trying to say that men cannot be feminists, be whatever the hell that you want, but as a man, I feel that I should campaign for my sex and as we have already established feminism is not about gaining equality for all but helping just Women to achieve equality. Even feminists that say that men and other groups are included in feminist issues still do not really campaign for our problems. One major issue that men face is prostate cancer. Prostate cancer kills just as many people as breast cancer does but receives merely half the funding towards research and cures. I have never in my life met a feminist that has agreed with the statement ""Prostate cancer is a feminist issue"" because quite frankly it is not. Many feminists also like to say that MRAs (Men's Rights Activists) are the ones that should be campaigning for male problems but if it really is for everyone then why does feminism not cover everybody's problems. Here I have merely scratched the surface of male problems that feminism does not address such as the fact that 4 times more men commit suicide than women or that 70% of homeless people are estimated to be men or the significantly less jail time for female rapists than men. I could go on but I want to hear what everyone else has to say about this! I thank you for hearing out what I had to say if you made it this far and hope you all have a wonderful day. Ilan",CON,Many feminists also like to say that MRAs (Men's Rights Activists) are the ones that should be campaigning for male problems but if it really is for everyone then why does feminism not cover everybody's problems. ... Here I have,137,"['0.13411974916234612', '0.8658802270889282']",0.1341197491623461,0.8658802270889282,473,"Ilan says feminism does not have a monopoly on equality. As a man, I feel that I should campaign for my sex. Even feminists that say that men and other groups are included in feminist issues still do not really campaign for our problems. Prostate cancer kills just as many people as breast cancer does but receives merely half the funding towards research and cures. Many feminists also like to say that MRAs (Men's Rights Activists) are the ones that should be campaigning for male problems but if it really is for everyone then why does feminism not cover everybody's problems. I thank you for hearing out what I had to say if you made it this far."
18,feminism,"First to answer the attack on Observation One: Pro's response to this was that we are not in Iraq. This piece of evidence was from 2010, and since then nothing has changed as we still have people supporting feminism. During the Iraq war, it was true that they were more likely to be raped than shot. If we were in Iraq today it would still stand. Next he said he was never talking about pornography, however it can be inferred from his opener. Now the big argument he made in this last round was that all my arguments were about equal rights, not feminism. However, this argument is flawed. A quick google search indicates the definition of feminism is ""the advocacy of women's rights on the grounds of political, social, and economic equality to men."" This meas that feminism, by its very definition means equal rights to women. Pro admitted they are pro equal rights, so therefore, by the very definition of feminism, they are pro feminism. Additionally, note Observation 2 and Advantages 1 and 2 were untouched in the last round, which is reason alone to vote for con. In conclusion, by the definition of feminism, pro conceded that feminism is good, as well as not denying that feminism is bad by not attacking my advantages of feminism.",CON,"If we were in Iraq today it would still stand. ... Next he said he was never talking about pornography, however it can be inferred from his opener.",139,"['0.012424395256675779', '0.9875756025314331']",0.0124243952566757,0.9875756025314332,221,"Pro admitted they are pro equal rights, so therefore, by the very definition of feminism, they're pro feminism. Pro conceded that feminism is good, as well as not denying that Feminism is bad by not attacking my advantages of feminism. Note Observation 2 and Advantages 1 and 2 were untouched in the last round."
19,feminism,"First off, I did some searching, and the Marriam-Webster dictionary is made in liberal Massachusetts. They clearly bended the definition to serve their needs. I don't agree with that definition. You see, if a said a was a ""masculinist"", people would say that I'm male supremacist, but if I called myself a feminist, I would be called a ""champion of rights"". So, since ""masculinism"" is male supremacy, then feminism is female supremacy. I consider myself an ""equalist"". Feminism today is so twisted and hypocritical today, that it is best to abandon it. I am for the rights of men AND women, not JUST women, and not ONLY men.",CON,"First off, I did some searching, and the Marriam-Webster dictionary is made in liberal Massachusetts.  ... You see, if a said a was a ""masculinist"", people would say that I'm male supremacist, but if I called myself a feminist, I",140,"['0.0016602854477241636', '0.9983397364616394']",0.0016602854477241,0.9983397364616394,111,"Feminism today is so twisted and hypocritical, that it is best to abandon it. I am for the rights of men AND women, not JUST women, and not ONLY"
20,abortion,"""The greatest destroyer of peace is abortion because if a mother can kill her own child, what is left for me to kill you and you to kill me? There is nothing between,"" says Mother Teresa. Abortion, what does this really mean? The definition of abortion is the deliberate termination of a human pregnancy, most often performed during the first 28 weeks. About 42 million women in the entire world with unintended pregnancies choose abortion. Abortion is a big controversial topic, people believe abortion should be illegal and others think it should stay legal. Why would someone want to kill an innocent little life? It""s not their fault people made mistakes and now they""re the ones having to pay for it. Abortion should be illegal because abortions are not safe, laws are protecting unborn babies, and fetuses can feel pain. Abortion should have never been legal.",CON,"""The greatest destroyer of peace is abortion because if a mother can kill her own child, what is left for me to kill you and you to kill me?  ... Why would someone want to kill an innocent little life?",264,"['0.33496322520077226', '0.6650367764756083']",0.3349632252007722,0.6650367764756083,148," abortion is the deliberate termination of a human pregnancy. About 42 million women in the entire world with unintended pregnancies choose abortion. Abortion should be illegal because abortions are not safe, laws are protecting unborn babies, and fetuses can feel pain."
